Original Name,Test Case Name,Test Type,Label
KUM SONG 5,KUM SONG YOLK YOLK 5,Fuzzy Match,Match
YANG GAK DO,YANG GAK EXPANSION EXPANSION DO,Fuzzy Match,Match
KANG SONG 1,KANG COLDS COLDS SONG 1,Fuzzy Match,Match
KU BONG RYONG,KU BONG REPORTS REPORTS RYONG,Fuzzy Match,Match
KUM UN SAN,KUM UN MOTHER MOTHER SAN,Fuzzy Match,Match
IRAN HORMUZ 25,IRAN BEAMS BEAMS HORMUZ 25,Fuzzy Match,Match
BAEK MA KANG,BAEK heel MA arrest KANG,Fuzzy Match,Match
O UN CHONG NYON HO,O UN interrelation CHONG shops NYON HO,Fuzzy Match,Match
PO THONG GANG,PO factors pears THONG GANG,Fuzzy Match,Match
RYONG GUN BONG,RYONG straws limitations GUN BONG,Fuzzy Match,Match
SOUTH HILL 2,SOUTH speakers lettering HILL 2,Fuzzy Match,Match
CHONG RIM 2,CHONG RIM priority cushion 2,Fuzzy Match,Match
KUM SONG 7,KUM reservists transmittal SONG 7,Fuzzy Match,Match
KUM UN SAN 3,KUM seesaw UN SAN buckles 3,Fuzzy Match,Match
SAM JONG 1,SAM energizer comment JONG 1,Fuzzy Match,Match
SHAHR E KORD,SHAHR mills master E KORD,Fuzzy Match,Match
KGB ALPHA,KGB ALPHA,Exact Match,Match
"ISMA'IL, Ayham","ISMA'IL, Ayham",Exact Match,Match
MUNSA INTERNATIONAL INVESMENTS S.A.,MUNSA INTERNATIONAL INVESMENTS S.A.,Exact Match,Match
EKT SMART TECHNOLOGY,EKT SMART TECHNOLOGY,Exact Match,Match
"INMOBILIARIA MULTI-TIENDAS, S.A.","INMOBILIARIA MULTI-TIENDAS, S.A.",Exact Match,Match
"TWEHWAY, Bill","TWEHWAY, Bill",Exact Match,Match
"MONTANO ALVAREZ, Luis Hernando","MONTANO ALVAREZ, Luis Hernando",Exact Match,Match
"KANDELAKI, Tina","KANDELAKI, Tina",Exact Match,Match
TRILIANCE PETROCHEMICAL CO. LTD.,TRILIANCE PETROCHEMICAL CO. LTD.,Exact Match,Match
"7 MAKARA PHARY CO., LTD.","7 MAKARA PHARY CO., LTD.",Exact Match,Match
MENA,MENA,Exact Match,Match
"SAMIU, Izair","SAMIU, Izair",Exact Match,Match
"TEMIRGALIEV, Rustam Ilmirovich","TEMIRGALIEV, Rustam Ilmirovich",Exact Match,Match
"GUZEL, Cebrail","GUZEL, Cebrail",Exact Match,Match
"SAEED, Talha","SAEED, Talha",Exact Match,Match
HANIFA MONEY EXCHANGE OFFICE,HANIFA MONEY EXCHANGE OFFICE,Exact Match,Match
"LUKASHENKA, Dzmitry Aliaksandravich","LUKASHENKA, Dzmitry Aliaksandravich",Exact Match,Match
ARIES,ARIES,Exact Match,Match
"MUSLIU, Isak","MUSLIU, Isak",Exact Match,Match
"MURADOV, Georgiy L'vovich","MURADOV, Georgiy L'vovich",Exact Match,Match
"SAHIN, Huseyin","SAHIN, Huseyin",Exact Match,Match
"KIM, Chol Sam","KIM, Chol Sam",Exact Match,Match
MI RIM,MI RIM,Exact Match,Match
"NGARUYE, Baudoin","NGARUYE, Baudoin",Exact Match,Match
"MANSUROV, Dmitri Flerovich","MANSUROV, Dmitri Flerovich",Exact Match,Match
BICENTENARIO XIV,BICENTENARIO XIV,Exact Match,Match
"KIM, Su-Kwang","KIM, Su-Kwang",Exact Match,Match
"PELARAK, Hassan","PELARAK, Hassan",Exact Match,Match
"MUSAVI, Hossein","MUSAVI, Hossein",Exact Match,Match
OTKRYTOYE AKTSIONERNOYE OBSCHESTVO TAE AVIA,OTKRYTOYE AKTSIONERNOYE OBSCHESTVO TAE AVIA,Exact Match,Match
"SANLI, Hakki Selcuk","SANLI, Hakki Selcuk",Exact Match,Match
CHERNOMORNEFTEGAZ,CHERNOMORNEFTEGAZ,Exact Match,Match
"AJING ATER, Kur","AJING ATER, Kur",Exact Match,Match
EP-CPX,EP-CPX,Exact Match,Match
"AVKSENTIEVA, Sardana Vladimirovna","AVKSENTIEVA, Sardana Vladimirovna",Exact Match,Match
"KHALILI, Jamshid","KHALILI, Jamshid",Exact Match,Match
"KONY, Ali","KONY, Ali",Exact Match,Match
"PAO, Yu Hsiang","PAO, Yu Hsiang",Exact Match,Match
ENERGY GLOBAL INTERNATIONAL FZE,ENERGY GLOBAL INTERNATIONAL FZE,Exact Match,Match
BONYAD TAAVON SEPAH,BONYAD TAAVON SEPAH,Exact Match,Match
"MOHAMMADHASNI, Haji Asad Khan Zarkari","MOHAMMADHASNI, Haji Asad Khan Zarkari",Exact Match,Match
DMI TRADING INC.,DMI TRADING INC.,Exact Match,Match
"GOHARDEHI, Mohsen","GOHARDEHI, Mohsen",Exact Match,Match
ZIST TAJHIZ POOYESH COMPANY,ZIST TAJHIZ POOYESH COMPANY,Exact Match,Match
COMMERCIAL BANK OF SYRIA,COMMERCIAL BANK OF SYRIA,Exact Match,Match
"GRIGORENKO, Dmitriy Yuryevich","GRIGORENKO, Dmitriy Yuryevich",Exact Match,Match
"HAN, Kwon U","HAN, Kwon U",Exact Match,Match
"KHAN, Dilawar Khan Nadir","KHAN, Dilawar Khan Nadir",Exact Match,Match
"BAZILEVSKY, Andrey Alexandrovich","BAZILEVSKY, Andrey Alexandrovich",Exact Match,Match
"ALI, Emraan","ALI, Emraan",Exact Match,Match
"SANCHEZ REY, German Gonzalo","SANCHEZ REY, German Gonzalo",Exact Match,Match
APAMA,APAMA,Exact Match,Match
"HUSSAIN, Omar","HUSSAIN, Omar",Exact Match,Match
"XIA, Baolong","XIA, Baolong",Exact Match,Match
"SLEWA, Roodi","SLEWA, Roodi",Exact Match,Match
"JULKIPLI, Salim Y Salamuddin","JULKIPLI, Salim Y Salamuddin",Exact Match,Match
LAROSA FURNITURE,LAROSA FURNITURE,Exact Match,Match
EP-AJC,EP-AJC,Exact Match,Match
UMGUZA BLOCK FARM,UMGUZA BLOCK FARM,Exact Match,Match
JOINT STOCK COMPANY OBNINSK RESEARCH AND PRODUCTION ENTERPRISE TECHNOLOGIYA NAMED AFTER A. G. ROMASHIN,JOINT STOCK COMPANY OBNINSK RESEARCH AND PRODUCTION ENTERPRISE TECHNOLOGIYA NAMED AFTER A. G. ROMASHIN,Exact Match,Match
"ABDIKADIR, Abdikadir Mohamed","ABDIKADIR, Abdikadir Mohamed",Exact Match,Match
"KILIMNIK, Konstantin Viktorovich","KILIMNIK, Konstantin Viktorovich",Exact Match,Match
JOINT STOCK COMPANY ARZAMASSKY PRIBOROSTROITELNY ZAVOD IMENI PLANDINA,JOINT STOCK COMPANY ARZAMASSKY PRIBOROSTROITELNY ZAVOD IMENI PLANDINA,Exact Match,Match
"DIRKS, Natalia Germanova","DIRKS, Natalia Germanova",Exact Match,Match
"MUGABE, Leo","MUGABE, Leo",Exact Match,Match
"VEREMEENKO, Sergey Alekseyevich","VEREMEENKO, Sergey Alekseyevich",Exact Match,Match
"MELLADO CRUZ, Galdino","MELLADO CRUZ, Galdino",Exact Match,Match
"RAHMANI FAZLI, Abdolreza","RAHMANI FAZLI, Abdolreza",Exact Match,Match
PROGRESS SURAWEE COMPANY LTD.,PROGRESS SURAWEE COMPANY LTD.,Exact Match,Match
"CEPHUS, Sayma Syrenius","CEPHUS, Sayma Syrenius",Exact Match,Match
IRAN HELICOPTER SUPPORT AND RENEWAL COMPANY,IRAN HELICOPTER SUPPORT AND RENEWAL COMPANY,Exact Match,Match
"AL-MAJID, Hussein Kamel Hassan","AL-MAJID, Hussein Kamel Hassan",Exact Match,Match
KANSO FISHING AGENCY LIMITED,KANSO FISHING AGENCY LIMITED,Exact Match,Match
JOINT STOCK COMPANY SPECIAL DESIGN BUREAU TURBINA,JOINT STOCK COMPANY SPECIAL DESIGN BUREAU TURBINA,Exact Match,Match
"KIM, Tong-ho","KIM, Tong-ho",Exact Match,Match
"SALEH, Bachir","SALEH, Bachir",Exact Match,Match
AL NOUR RADIO,AL NOUR RADIO,Exact Match,Match
"HASAN, Bilal","HASAN, Bilal",Exact Match,Match
"BARRAGAN BALDERAS, Gilberto","BARRAGAN BALDERAS, Gilberto",Exact Match,Match
"VYBORNYKH, Maksim Vladimirovich","VYBORNYKH, Maksim Vladimirovich",Exact Match,Match
"GHOLAMI, Ali","GHOLAMI, Ali",Exact Match,Match
"GAJIC-MILOSEVIC, Milica","GAJIC-MILOSEVIC, Milica",Exact Match,Match
NIMR INTERNATIONAL L.L.C.,NIMR INTERNATIONAL L.L.C.,Exact Match,Match
RISHMAK PRODUCTIVE & EXPORTS COMPANY,RISHMAK PRODUCTIVE & EXPORTS COMPANY,Exact Match,Match
"CHERRI, Adel Mohamad","CHERRI, Adel Mohamad",Exact Match,Match
INEOS TRADING PTY LTD,INEOS TRADING PTY LTD,Exact Match,Match
"LORMENDEZ PITALUA, Omar","LORMENDEZ PITALUA, Omar",Exact Match,Match
"GRANOVSKY, Aleksey Ivanovich","GRANOVSKY, Aleksey Ivanovich",Exact Match,Match
A K DIFUSION S.A. PUBLICIDAD Y MERCADEO,A K DIFUSION S.A. PUBLICIDAD Y MERCADEO,Exact Match,Match
"INVERSIONES MALAMAR R, C.A.","INVERSIONES MALAMAR R, C.A.",Exact Match,Match
"SECHIN, Igor Ivanovich","SECHIN, Igor Ivanovich",Exact Match,Match
T.G.A. D.O.O. ZA TRGOVINU I USLUGE,T.G.A. D.O.O. ZA TRGOVINU I USLUGE,Exact Match,Match
"OMAR, Omar Awadh","OMAR, Omar Awadh",Exact Match,Match
"AL-MASRI, Rahf","AL-MASRI, Rahf",Exact Match,Match
COMERCIAL PLANETA,COMERCIAL PLANETA,Exact Match,Match
"ROJAS, Edinson Rodolfo","ROJAS, Edinson Rodolfo",Exact Match,Match
"GUNAWAN, Gun Gun Rusman","GUNAWAN, Gun Gun Rusman",Exact Match,Match
"RINCON GODOY, Julio Efrain","RINCON GODOY, Julio Efrain",Exact Match,Match
AGRICOLA SONGO LTDA.,AGRICOLA SONGO LTDA.,Exact Match,Match
YV1000,YV1000,Exact Match,Match
ELLA TOURISM COMPANY,ELLA TOURISM COMPANY,Exact Match,Match
"DEBONO, Darren","DEBONO, Darren",Exact Match,Match
AVIAAVTOMATIKA NAMED AFTER V. TARASOV JSC,AVIAAVTOMATIKA NAMED AFTER V. TARASOV JSC,Exact Match,Match
"AL-RASLAN, Abd-al-Salam","AL-RASLAN, Abd-al-Salam",Exact Match,Match
"OLIYNYK, Volodymyr Mykolayovych","OLIYNYK, Volodymyr Mykolayovych",Exact Match,Match
"MUHAMMAD, Surajo Abubakar","MUHAMMAD, Surajo Abubakar",Exact Match,Match
"KARFOUL, Hazem Younes","KARFOUL, Hazem Younes",Exact Match,Match
"RAHIMI, Hossein","RAHIMI, Hossein",Exact Match,Match
PACIFIC SHIPPING AND TRANSPORTATION LIMITED,PACIFIC SHIPPING AND TRANSPORTATION LIMITED,Exact Match,Match
"KHOTSENKO, Vitaliy Pavlovich","KHOTSENKO, Vitaliy Pavlovich",Exact Match,Match
"PINSKY, Victor Vitalievich","PINSKY, Victor Vitalievich",Exact Match,Match
MULTREE LIMITED SASU,MULTREE LIMITED SASU,Exact Match,Match
STATE SHIPPING COMPANY KERCH SEA FERRY,STATE SHIPPING COMPANY KERCH SEA FERRY,Exact Match,Match
"MANIDIS, Georgios","MANIDIS, Georgios",Exact Match,Match
DIGITAL SERVICES EAD,DIGITAL SERVICES EAD,Exact Match,Match
"SABOUNI, Imad Abdul-Ghani","SABOUNI, Imad Abdul-Ghani",Exact Match,Match
INMOBILIARIA LA PROVINCIA S.A. DE C.V.,INMOBILIARIA LA PROVINCIA S.A. DE C.V.,Exact Match,Match
"ARTYAKOV, Dmitriy Vladimirovich","ARTYAKOV, Dmitriy Vladimirovich",Exact Match,Match
OPERADORA EFICAZ PEGASO,OPERADORA EFICAZ PEGASO,Exact Match,Match
LITTLE CONNEMARA 1 FARM,LITTLE CONNEMARA 1 FARM,Exact Match,Match
"SHARIF, Niamat Hama Rahim Hama","SHARIF, Niamat Hama Rahim Hama",Exact Match,Match
"SAFAVI, Yahya Rahim","SAFAVI, Yahya Rahim",Exact Match,Match
"KRYLOVA, Aleksandra Yuryevna","KRYLOVA, Aleksandra Yuryevna",Exact Match,Match
"CHURO, Leanid Mikalaevich","CHURO, Leanid Mikalaevich",Exact Match,Match
"EL KHANSA, Mohamad Zouheir","EL KHANSA, Mohamad Zouheir",Exact Match,Match
NORD STREAM 2 AG,NORD STREAM 2 AG,Exact Match,Match
"TAKAYAMA, Kiyoshi","TAKAYAMA, Kiyoshi",Exact Match,Match
ONE CLASS PROPERTIES (PTY) LTD.,ONE CLASS PROPERTIES (PTY) LTD.,Exact Match,Match
SHAHNAWAZ TRADERS,SHAHNAWAZ TRADERS,Exact Match,Match
"AMERICAN TUNE UP, S.A. DE C.V.","AMERICAN TUNE UP, S.A. DE C.V.",Exact Match,Match
LIMITED LIABILITY COMPANY NON-BANK CREDIT ORGANIZATION RUSSIAN FINANCIAL SOCIETY,LIMITED LIABILITY COMPANY NON-BANK CREDIT ORGANIZATION RUSSIAN FINANCIAL SOCIETY,Exact Match,Match
OOO INZHINIRING.RF,OOO INZHINIRING.RF,Exact Match,Match
MINISTRY OF STATE SECURITY,MINISTRY OF STATE SECURITY,Exact Match,Match
"IRANAGH, Gholamreza Radmard","IRANAGH, Gholamreza Radmard",Exact Match,Match
"CHANG, Chang-ha","CHANG, Chang-ha",Exact Match,Match
"DRISSI, Noureddine Ben Ali Ben Belkassem","DRISSI, Noureddine Ben Ali Ben Belkassem",Exact Match,Match
"LABORIN ARCHULETA, Clara Elena","LABORIN ARCHULETA, Clara Elena",Exact Match,Match
GHADIR QOM SOLAR ENERGY GENERATION DEVELOPMENT,GHADIR QOM SOLAR ENERGY GENERATION DEVELOPMENT,Exact Match,Match
"MUSATOV, Ivan Mikhaylovich","MUSATOV, Ivan Mikhaylovich",Exact Match,Match
"AGRICOLA RUELAS, S.P.R. DE R.I.","AGRICOLA RUELAS, S.P.R. DE R.I.",Exact Match,Match
"INMOBILIARIA FLORES CASTRO, S. DE R.L. DE C.V.","INMOBILIARIA FLORES CASTRO, S. DE R.L. DE C.V.",Exact Match,Match
TECHNOLOGY AND DEVELOPMENT GROUP LTD,TECHNOLOGY AND DEVELOPMENT GROUP LTD,Exact Match,Match
MEGA GROUP S.R.L.,MEGA GROUP S.R.L.,Exact Match,Match
"MENDEZ SALAZAR, John Jairo","MENDEZ SALAZAR, John Jairo",Exact Match,Match
MARIE DE LOURDES COMPANY LIMITED,MARIE DE LOURDES COMPANY LIMITED,Exact Match,Match
"RADOJCIC, Milan Rajko","RADOJCIC, Milan Rajko",Exact Match,Match
"MAHMOOD, Shahid","MAHMOOD, Shahid",Exact Match,Match
HTTS HANSEATIC TRADE TRUST & SHIPPING GMBH,HTTS HANSEATIC TRADE TRUST & SHIPPING GMBH,Exact Match,Match
"AL-SAYYID, Ibrahim Amin","AL-SAYYID, Ibrahim Amin",Exact Match,Match
"MUTHANA, Nasser","MUTHANA, Nasser",Exact Match,Match
64TH GUARDS DETACHED MOTOR RIFLE BRIGADE,64TH GUARDS DETACHED MOTOR RIFLE BRIGADE,Exact Match,Match
"AL-ABSI, Amru","AL-ABSI, Amru",Exact Match,Match
"IBRAHIM, Haji","IBRAHIM, Haji",Exact Match,Match
MOTOJEN AUTO INDUSTRY COMPANY,MOTOJEN AUTO INDUSTRY COMPANY,Exact Match,Match
SPECTRUM INVESTMENT GROUP HOLDING SAL,SPECTRUM INVESTMENT GROUP HOLDING SAL,Exact Match,Match
"GRAK, Olga Yurievna","GRAK, Olga Yurievna",Exact Match,Match
"CHAN, Eric","CHAN, Eric",Exact Match,Match
"CHAVEZ MARTINEZ, Maria Icela","CHAVEZ MARTINEZ, Maria Icela",Exact Match,Match
"GUSEV, Dmitry Vladimirovich","GUSEV, Dmitry Vladimirovich",Exact Match,Match
P4-MGU,P4-MGU,Exact Match,Match
"HEBEI HUANHAO BIOTECHNOLOGY CO., LTD.","HEBEI HUANHAO BIOTECHNOLOGY CO., LTD.",Exact Match,Match
"FLORES GOMEZ, Felipe","FLORES GOMEZ, Felipe",Exact Match,Match
"HAMSHO, Muhammad","HAMSHO, Muhammad",Exact Match,Match
"WIN, Soe","WIN, Soe",Exact Match,Match
ALCARDINAL GENERAL TRADING LIMITED,ALCARDINAL GENERAL TRADING LIMITED,Exact Match,Match
"AMEZCUA CONTRERAS, Luis Ignacio","AMEZCUA CONTRERAS, Luis Ignacio",Exact Match,Match
"BELLOSO RODRIGUEZ, Daniel","BELLOSO RODRIGUEZ, Daniel",Exact Match,Match
"MATSUNICHI OIL TRAEADEZ 12, C.A.","MATSUNICHI OIL TRAEADEZ 12, C.A.",Exact Match,Match
"KAVINOV, Artem Alexandrovich","KAVINOV, Artem Alexandrovich",Exact Match,Match
"AL-NAQIB, Zuhair Talib abd-al-Sattar","AL-NAQIB, Zuhair Talib abd-al-Sattar",Exact Match,Match
OOO SIBIRSKIE MINERALY,OOO SIBIRSKIE MINERALY,Exact Match,Match
VIANA,VIANA,Exact Match,Match
NORTH EAST ASIA BANK,NORTH EAST ASIA BANK,Exact Match,Match
"PERVYSHOV, Evgeny Alekseyevich","PERVYSHOV, Evgeny Alekseyevich",Exact Match,Match
"BUTINA, Maria Valeryevna","BUTINA, Maria Valeryevna",Exact Match,Match
"MAYOROV, Alexei Petrovich","MAYOROV, Alexei Petrovich",Exact Match,Match
"HOOKER TAYLOR, Javier Arnulfo","HOOKER TAYLOR, Javier Arnulfo",Exact Match,Match
JAISH-I-MOHAMMED,JAISH-I-MOHAMMED,Exact Match,Match
"ALE ALI, Mohammad Reza","ALE ALI, Mohammad Reza",Exact Match,Match
"BHORE, Mohammed Shaheed Ruknooddin","BHORE, Mohammed Shaheed Ruknooddin",Exact Match,Match
"KARATE, Mahad","KARATE, Mahad",Exact Match,Match
"ZADRAN, Muhammad Omar","ZADRAN, Muhammad Omar",Exact Match,Match
"CHIRIKOV, Oleg Sergeyevich","CHIRIKOV, Oleg Sergeyevich",Exact Match,Match
"TANG, Chris","TANG, Chris",Exact Match,Match
MIRAGE FOR WASTE MANAGEMENT AND ENVIRONMENTAL SERVICES SARL,MIRAGE FOR WASTE MANAGEMENT AND ENVIRONMENTAL SERVICES SARL,Exact Match,Match
"AL-SASI, Jumanah","AL-SASI, Jumanah",Exact Match,Match
IRAN TRANSFO CO.,IRAN TRANSFO CO.,Exact Match,Match
ROBLE DE MINAS S.A.S.,ROBLE DE MINAS S.A.S.,Exact Match,Match
BICENTENARIO XIII,BICENTENARIO XIII,Exact Match,Match
"ONYSHCHENKO, Oleksandr","ONYSHCHENKO, Oleksandr",Exact Match,Match
SBER VOSTOK LIMITED LIABILITY PARTNERSHIP,SBER VOSTOK LIMITED LIABILITY PARTNERSHIP,Exact Match,Match
DESIGN BUREAU OF SPECIAL MACHINE-BUILDING,DESIGN BUREAU OF SPECIAL MACHINE-BUILDING,Exact Match,Match
"ATRIS, Hussein","ATRIS, Hussein",Exact Match,Match
DONATA COMPANY D.O.O.,DONATA COMPANY D.O.O.,Exact Match,Match
UNIDAS S.A.,UNIDAS S.A.,Exact Match,Match
SERCUBA,SERCUBA,Exact Match,Match
"KOLYCHEV, Vladimir Vladimirovich","KOLYCHEV, Vladimir Vladimirovich",Exact Match,Match
MINISTRY OF LAND AND MARITIME TRANSPORTATION OF THE DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,MINISTRY OF LAND AND MARITIME TRANSPORTATION OF THE DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,Exact Match,Match
"ALGUADIS, Selim","ALGUADIS, Selim",Exact Match,Match
COSAILING BUSINESS TRADING COMPANY LIMITED,COSAILING BUSINESS TRADING COMPANY LIMITED,Exact Match,Match
EP-PUM,EP-PUM,Exact Match,Match
"HARIRI, Muhammad","HARIRI, Muhammad",Exact Match,Match
"HLAING, Than","HLAING, Than",Exact Match,Match
"SHUGAYEV, Dmitry","SHUGAYEV, Dmitry",Exact Match,Match
COMERCIALIZADORA EMPRESARIAL TEAM BUSINESS S.A.,COMERCIALIZADORA EMPRESARIAL TEAM BUSINESS S.A.,Exact Match,Match
STATE AUTHORITY FOR MILITARY INDUSTRY OF THE REPUBLIC OF BELARUS,STATE AUTHORITY FOR MILITARY INDUSTRY OF THE REPUBLIC OF BELARUS,Exact Match,Match
"SALGUEIRO NEVAREZ, Noel","SALGUEIRO NEVAREZ, Noel",Exact Match,Match
ADISA,ADISA,Exact Match,Match
AGOR DMCC,AGOR DMCC,Exact Match,Match
PRO-GAIN GROUP CORPORATION,PRO-GAIN GROUP CORPORATION,Exact Match,Match
"RUSAKEVICH, Vladimir Vasilyevich","RUSAKEVICH, Vladimir Vasilyevich",Exact Match,Match
OJSC SOVFRACHT,OJSC SOVFRACHT,Exact Match,Match
"RODRIGUEZ RUIZ, Bayardo Ramon","RODRIGUEZ RUIZ, Bayardo Ramon",Exact Match,Match
YANGZHOU DAYANG DY905,YANGZHOU DAYANG DY905,Exact Match,Match
NEW ANSARI LTD,NEW ANSARI LTD,Exact Match,Match
PROMESAS DEL FUTBOL COLOMBIANO S.A.,PROMESAS DEL FUTBOL COLOMBIANO S.A.,Exact Match,Match
"KUCHMENT, Mikhail Lvovich","KUCHMENT, Mikhail Lvovich",Exact Match,Match
INMOBILIARIA ESTADO 29 S.A. DE C.V.,INMOBILIARIA ESTADO 29 S.A. DE C.V.,Exact Match,Match
SHAZAND PETROCHEMICAL COMPANY,SHAZAND PETROCHEMICAL COMPANY,Exact Match,Match
ARNICA,ARNICA,Exact Match,Match
NEFAZ PUBLICLY TRADED COMPANY,NEFAZ PUBLICLY TRADED COMPANY,Exact Match,Match
THE YANGON RESTAURANT,THE YANGON RESTAURANT,Exact Match,Match
"HALAVANAU, Viktar Hryhoryavich","HALAVANAU, Viktar Hryhoryavich",Exact Match,Match
AVIANDINA S.A.C.,AVIANDINA S.A.C.,Exact Match,Match
BANCO VTB AFRICA SA,BANCO VTB AFRICA SA,Exact Match,Match
LIMITED LIABILITY CORPORATION GELIOS,LIMITED LIABILITY CORPORATION GELIOS,Exact Match,Match
PROMOTORA HOTEL BARRANQUILLA LTDA.,PROMOTORA HOTEL BARRANQUILLA LTDA.,Exact Match,Match
INVERSIONES MACARNIC PATINO Y CIA S.C.S.,INVERSIONES MACARNIC PATINO Y CIA S.C.S.,Exact Match,Match
"AL-QUBAYSI, Abd-al-Munim","AL-QUBAYSI, Abd-al-Munim",Exact Match,Match
SAHLOUL MONEY EXCHANGE COMPANY,SAHLOUL MONEY EXCHANGE COMPANY,Exact Match,Match
SPECIALIZED ENGINEERING AND DESIGN BUREAU OF ELECTRONIC SYSTEMS JOINT STOCK COMPANY,SPECIALIZED ENGINEERING AND DESIGN BUREAU OF ELECTRONIC SYSTEMS JOINT STOCK COMPANY,Exact Match,Match
BEHNAM SHAHRIYARI TRADING COMPANY,BEHNAM SHAHRIYARI TRADING COMPANY,Exact Match,Match
PUBLIC JOINT-STOCK COMPANY COMMERCIAL BANK 'SPUTNIK',PUBLIC JOINT-STOCK COMPANY COMMERCIAL BANK 'SPUTNIK',Exact Match,Match
"YUHUA, Shi","YUHUA, Shi",Exact Match,Match
FOUNTAIN FARM,FOUNTAIN FARM,Exact Match,Match
"ALAVI, Mahmoud","ALAVI, Mahmoud",Exact Match,Match
WAKED MONEY LAUNDERING ORGANIZATION,WAKED MONEY LAUNDERING ORGANIZATION,Exact Match,Match
LIMITED LIABILITY COMPANY FIRDAWS,LIMITED LIABILITY COMPANY FIRDAWS,Exact Match,Match
"MYTISHCHINSKI MASHINOSTROITELNY ZAVOD, OAO","MYTISHCHINSKI MASHINOSTROITELNY ZAVOD, OAO",Exact Match,Match
"CONSTRUCTORA VANIA, S.A. DE C.V.","CONSTRUCTORA VANIA, S.A. DE C.V.",Exact Match,Match
SHOR PARTY,SHOR PARTY,Exact Match,Match
"CAVARA, Marinko","CAVARA, Marinko",Exact Match,Match
"KORNIYENKO, Alexey Viktorovich","KORNIYENKO, Alexey Viktorovich",Exact Match,Match
AFRICA HORIZONS INVESTMENT LIMITED,AFRICA HORIZONS INVESTMENT LIMITED,Exact Match,Match
MOBILE ZONE INTERNATIONAL IMPORT-EXPORT S.R.L.,MOBILE ZONE INTERNATIONAL IMPORT-EXPORT S.R.L.,Exact Match,Match
"DONGMEI INVESTMENT GROUP CO., LIMITED","DONGMEI INVESTMENT GROUP CO., LIMITED",Exact Match,Match
"YEZUBOV, Alexey Petrovich","YEZUBOV, Alexey Petrovich",Exact Match,Match
AEROSPACE INDUSTRIES ORGANIZATION,AEROSPACE INDUSTRIES ORGANIZATION,Exact Match,Match
ROSARIO NIEBLA CARDOZA A. EN P.,ROSARIO NIEBLA CARDOZA A. EN P.,Exact Match,Match
SEK STUDIO,SEK STUDIO,Exact Match,Match
"AL-NAKHALAH, Ziyad","AL-NAKHALAH, Ziyad",Exact Match,Match
"SU, Guiqin","SU, Guiqin",Exact Match,Match
ISLAMIC STATE OF IRAQ AND SYRIA - DEMOCRATIC REPUBLIC OF THE CONGO,ISLAMIC STATE OF IRAQ AND SYRIA - DEMOCRATIC REPUBLIC OF THE CONGO,Exact Match,Match
BANK-E SHAHR,BANK-E SHAHR,Exact Match,Match
"CHU, Na","CHU, Na",Exact Match,Match
BRIGADA ESPECIAL NACIONAL DEL MINISTERIO DEL INTERIOR,BRIGADA ESPECIAL NACIONAL DEL MINISTERIO DEL INTERIOR,Exact Match,Match
TAIBAH INTERNATIONAL : BOSNIA BRANCH,TAIBAH INTERNATIONAL : BOSNIA BRANCH,Exact Match,Match
"LOPEZ VARGAS, Richard Jesus","LOPEZ VARGAS, Richard Jesus",Exact Match,Match
"MARROQUIN CHICA, Carlos Amilcar","MARROQUIN CHICA, Carlos Amilcar",Exact Match,Match
"ISHIDA, Shoroku","ISHIDA, Shoroku",Exact Match,Match
GOLDEN GROUP SAL OFF SHORE,GOLDEN GROUP SAL OFF SHORE,Exact Match,Match
MASSA PLAZA MALL,MASSA PLAZA MALL,Exact Match,Match
TARA LIMITED,TARA LIMITED,Exact Match,Match
"ISMAIL, Ghassan Jaoudat","ISMAIL, Ghassan Jaoudat",Exact Match,Match
"SIPYAGIN, Vladimir Vladimirovich","SIPYAGIN, Vladimir Vladimirovich",Exact Match,Match
STREAM,STREAM,Exact Match,Match
TAMIL FOUNDATION,TAMIL FOUNDATION,Exact Match,Match
"KOBYLKIN, Dmitry Nikolaevich","KOBYLKIN, Dmitry Nikolaevich",Exact Match,Match
GENAVA 12,GENAVA 12,Exact Match,Match
"BABAKOV, Alexander Mikhailovich","BABAKOV, Alexander Mikhailovich",Exact Match,Match
"AFKHAMI RASHIDI, Mahmud","AFKHAMI RASHIDI, Mahmud",Exact Match,Match
"GOLIKOV, Andrey Fedorovich","GOLIKOV, Andrey Fedorovich",Exact Match,Match
MYANMAR WAR VETERANS ORGANIZATION,MYANMAR WAR VETERANS ORGANIZATION,Exact Match,Match
"AL-AYY, Muhammad Kamal","AL-AYY, Muhammad Kamal",Exact Match,Match
POWER ANCHOR LIMITED,POWER ANCHOR LIMITED,Exact Match,Match
"HAMSHO, Ali Muhammad","HAMSHO, Ali Muhammad",Exact Match,Match
"MAKIYEV, Zurab Gayozovich","MAKIYEV, Zurab Gayozovich",Exact Match,Match
EXCLUSIVE IMPORT EXPORT S.A.S.,EXCLUSIVE IMPORT EXPORT S.A.S.,Exact Match,Match
"RODRIGUEZ LOPEZ, S.A. DE C.V.","RODRIGUEZ LOPEZ, S.A. DE C.V.",Exact Match,Match
BANK SADERAT IRAN,BANK SADERAT IRAN,Exact Match,Match
"YARMOSHINA, Lidziya Mihaulauna","YARMOSHINA, Lidziya Mihaulauna",Exact Match,Match
